Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path
Monte Carlo Barricade,Barricade,One,Normal,271,1129719,53,14B 4C G 14A 1C G 12B 1A G 6D 18C G 3C 2D G 1A 18A G 11C 6D G 2D 4B G 2A 2C G 8D 19B G 11D 4A G 4A 5C G 15C 8D G 5A 15D G 16B 10D G 5A 14C G 8A 10D G 8B 7B G 9C 12D G 11A 6D G 3B 3A G 2B 19C G 9A 13B G 11B 5C G 1A 4D G 1B 16D G 7C 16A G 1C 2B G 19C+ 18B G 1C 2C G 18D 6A G 7D 4D G 9C 3D G 7D 4D G 10D 7D G 19A 15B G 12A 16A G 1C 9D G 14C+ 4B G 6A+ 13B G 19B+ 3B G 10A 7D G 1C 5D G 11A 11C+ G 7C 19D G 13A 3B G 9C+ 20B G 3B 6B G 19C+ 11A G 2B 15A G 2C+ 17B G 20A 5C+ G 17C 13A G 20A+ 19B+ G 17D 12D G 3B+ 5C+ G 15B+ 7A G 14D 12B+ G 18B 10C G 13D 1B G 13C 4C+ G 3D 15C+ G 17B 7A G 16B 11D+ G 15A+ 19D G 3C 19A G 10B 6C G 16A 9C+ G 5B 9B G 8D 10B+ G 13C+ 8B G 6C 4D G 17D+ 1B G 4B+ 2C+ G 14A 4B+ G 6C 4D G 1D 14D G 19D 13B+ G 14C+ 16A G 13D 5C+ G 14C+ 9D G 20B 11C+ G 18C+ 5B G 12D 8B G 1D+ 20C G 4C+ 8B+ G 20D 4A+ G 3A 7B+ G 1D+ 10C G 4C+ 6D G 19D,1A 1D 5C 10D 15B 15A 15D 10B 14C 19D 19A 19B 18B 18A
Random,Monte Carlo Tree Search,Two,Normal,286,1222433,70,18C 5A G 15C 16D G 20C 7B G 8A 9A G 3C 6D G 4B 9C G 19B 16C G 10D 3D G 14A 18B G 7B+ 7A G 15A 10D+ G 16B 9A+ G 3B 16A G 16A 12B G 3D+ 12C G 13A 4A G 11D 8D G 6D+ 7A G 2D 6D+ G 5A+ 19D G 13B 4A G 20D 19D+ G 18C+ 2B G 13D 1D G 6C 4C G 4C+ 11B G 19D+ 15C+ G 16C+ 20B G 12B+ 10B G 2B+ 6C+ G 3C 8B G 3A 18B G 7D 10D+ G 14D 19C G 9D 14C G 13A+ 17D G 17D 2C G 17B 5C G 16D 5B G 1C 13C G 12D 3B G 9D 6B G 2C 5C G 17B 20B G 8C 16A+ G 7B 7A+ G 17D 18B G 15C+ 11C G 11C+ 12A G 1D 20C+ G 10C 20B G 15B 3D+ G 5C 11D G 11D+ 2D+ G 17D 7B G 5B+ 15D G 7C 7B G 3C 14B G 11B 5A+ G 4B+ 9B G 11C+ 6A G 7B 6B G 1B 1A G 1B 5D G 20A 13A+ G 20D+ 19B+ G 19B+ 8D+ G 7B 2D+ G 3D+ 11D+ G 2A 19D+ G 9C+ 8A+ G 4C+ 13B G 17C 1B+ G 13B 9C+ G 7C+ 17D G 5A+ 18A G 4D 18B G 8A+ 9A+ G 2A 12C+ G 16B+ 19D+ G 12B+ 8D+ G 18B 19A G 16D 10D+ G 1B+ 19A+ G 5D 14C G 15A 9C+ G 14D 8B+ G 8D+ 19B+ G 2A 8D+ G 13D 19A+ G 11C+ 16C+ G 8C 6C G 12B+ 13B G 1A+ 19B+ G 13B 1B+ G 5C,4A 4B 5B 5A 5C 10D 15B 15A 15C 20D 16C 16A
Barricade,Monte Carlo Tree Search,Two,Normal,316,1284516,51,13D 17A G 14D 14A G 19C 19B G 2D 9B G 17B 3D G 11A 2A G 7C 4C G 8D 2A G 7C 3C G 17B 8A G 13B 20A G 10C 8A G 13B 9A G 17C 3A G 8A 7A G 8C 3A G 3A 16B G 4B 8A G 8A 20B G 2D 12B G 8A 20B+ G 16C 8A G 12B 10B G 1D 8A G 8A 18D G 11A+ 12B G 8A 17A G 17A+ 12B G 8A 4B+ G 8D+ 8A G 12B 19A G 6C 19D G 7C 9B G 14A 5D G 13B 12B G 15D 13D+ G 13B+ 10C+ G 7A+ 8B G 5C 5B G 10A 11C G 18B 8A G 7D 1B G 15A 9B+ G 17D 20C G 18B 20B+ G 9C 12C G 2C 1B G 13C 2C+ G 14C 7A+ G 17D+ 11D G 18C 6B G 16A 11B G 5A 13C+ G 11A+ 14D G 4D 12D G 15B 5D G 8D 18C G 6C+ 6D G 6D+ 17C+ G 2C 4A G 9D 19A+ G 11C 18C G 18A 14B G 13C+ 15C G 11B 20B+ G 9C+ 19D G 1C 4A G 7D+ 13D+ G 8B+ 18A G 4A+ 3A G 13D+ 15B+ G 12A 13D+ G 20C 20B+ G 15A 1C G 8B+ 7C G 17B+ 2B G 11B 10C+ G 12D+ 8B+ G 9D 17B+ G 3B 10D G 5C 17B+ G 10A+ 19C G 10D 8A G 4A+ 19D G 19C 14A+ G 7D+ 4D G 8D 12A+ G 6B+ 5C G 2A 5B+ G 9D 8A G 5C 12A+ G 8A 6A G 2B 5A G 14D 2B G 2A 2C+ G 8D 1A G 4D 20D G 7B 20C G 10D 13B G 13C+ 19D G 11D 7B+ G 16A+ 10D G 15C 6C+ G 20B+ 13A G 18C+ 3D+ G 20C,3B 4B 4A 4C 9D 14B 10C 10A 10B 15D 20C 20A 20B
Monte Carlo Barricade,Monte Carlo Beeline 4,Two,Normal,142,1070100,45,12B 13D G 19B 1A G 13A 15B G 18C 20C G 20D 6B G 3C 17C G 16C 10B G 5D 13C G 13B 19B+ G 19A 3D G 10D 18B G 14C 15A G 5B 8D G 12D 2B G 15B 5C G 19A+ 10D G 4D 5A G 17B 10C G 10A 17D G 16A 10C G 10D 11A G 17C 17A G 5B 10D G 19B+ 10A G 10C 20A G 1B 17A G 5B 17D+ G 14C+ 19D G 17A 7D G 19A+ 10A G 17A 13D+ G 15B 10A G 17A 5A+ G 10D+ 17A G 17A 19A+ G 10D+ 10A G 15A 4A G 19B+ 17A G 19D 4D G 16D 15C G 4C 10A G 17B+ 19D G 15C 5D+ G 19D 17A G 17A 18B+ G 19D+ 5B G 17A 10A+ G 17A,5A 5C 10D 10A 10B 14C 19D 19A 19B 18B 17B 17A
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,67,437365,58,15C 9C G 9A 16D G 7B 7A G 8C 8B G 14B 8A G 14D 14A G 11B 3B G 4C 6C G 10D 9B G 19B 10C G 18D 12D G 17D 10A G 10A+ 20B G 6A 7A G 7C 19C G 3A 19A G 14D 18B G 14D 14A+ G 10A+ 19A G 14D 6A G 6D 4D G 19C 14B+ G 15B,7A 7C 11B 6D 6A 6C 15B 10D 10A 10C 14B 14A
Monte Carlo Barricade,Monte Carlo Tree Search,One,Normal,163,1209888,26,7C 15D G 4B 14D G 18A 16A G 3D 3B G 19D 8C G 15A 5C G 1D 19C G 7B 6B G 1C 14A G 15D+ 17A G 16D 18C G 13A 10A G 14A 10C G 17D 5D G 20B 11D G 16A 12B G 17C 11A G 15D+ 3B G 20A 4B+ G 1A 2A G 3A 4D G 5A 9A G 8B 5B G 6A 3B G 17B 11B G 18B 13D G 13C 3A G 3D+ 7A G 12A 18D G 15D+ 4C G 20B+ 8D G 15A+ 19C G 11D 18A G 6A 1A G 13C 15B G 10B 16B G 19D+ 15B+ G 11D 14B G 12D 16D G 6C 2D G 17A 13C G 10D 4C+ G 7B 2C G 7C 3B G 5C 5A G 5A+ 16D G 5C 11D+ G 5D 10C G 9D 19B G 6C 5C G 10C 3C G 4B+ 19A G 2B 5A G 15D+ 19B G 14C,7A 7B 12D 17C 17A 17B 16B 20B 19B 19A 19D 14C 14A
Monte Carlo Tree Search,Deep Beeline,One,Normal,313,1400051,1,1B 14B G 16B 18B G 18D 1A G 17B 20D G 9C 19B G 15C 10B G 15D 7C G 9B 9A G 8A 4A G 4D 11D G 13A 9B G 3D 11B G 17C 17A G 14D 17B G 15D+ 3A G 11C 17C+ G 7D 14A G 16A 19C G 11B 9D G 18A 16B G 18A 9B G 6B 20A G 10C 20B G 4C 6A G 8C 13B G 6B 12B G 17D 4B G 8D 17D+ G 20D+ 19B G 20B 1D G 14D 13B G 18C 14D+ G 8D 18C G 14D 1B+ G 1C 13D G 13C 15C G 7D+ 20B G 7C 12A G 20C 12C G 17B 2B G 14A 2A G 12D 16D G 8C 14A G 18C 11D G 12A+ 19A G 2A 18B+ G 11B 18C G 16B 18A+ G 5B 12C G 18C 5B+ G 20C+ 9D G 18C 13A G 19D 2C G 12C 12B+ G 2C 17B G 5C 7B G 13B 2A G 2A 15C G 3D 19C G 20B 2D G 9B 19A G 19C 13A+ G 11D 19B G 19A 15C+ G 7B 19C G 20B 13B+ G 9D 20B G 13C 14C G 2B+ 13C G 13C 7D+ G 13D 9D G 19B 10B+ G 7B+ 19C G 18C 8B G 19D+ 20B G 19C 6A G 10D 18C G 9D 19B G 16D 3B G 3A 13D+ G 17C+ 4D G 12D 6C G 12D 16D G 5A 18A+ G 1B+ 5B G 19C 3A G 20D+ 4D G 11A 17D+ G 20D+ 16C G 17A 8D+ G 13B+ 17B G 9C 2C+ G 18A+ 9A G 18D 20D+ G 7B+ 5B G 9B 1B+ G 1C+ 3C G 19A 5B G 12C 14C G 11C 10D+ G 3B 13C G 2A 2B+ G 17A 15B G 2D 15B G 1A,6A 6C 1D 1A 1B 2B 3B 3A 3D 2C 7D 12B 12A 12C 8B 13D 13A
Deep Beeline,Monte Carlo Tree Search,Two,Normal,334,1513975,15,4D 13D G 17C 4A G 3A 10B G 1C 3C G 10C 13A G 18B 2A G 9B 16C G 9D 18C G 17D 18C G 20A 20B G 6B 15A G 6C 9A G 17A 19D G 7A 11A G 20D 12B G 2C 9C G 19A 19B G 15C 15B G 20A 19B+ G 4C 18A G 3B 20D G 14C 12D G 19A 13D+ G 3D 18D G 12A 18A G 2D 2B G 12A 11B G 10D 12C G 10A 5D G 7C 8C G 18D 2D+ G 14D 1D G 19A 16C G 7B 17A G 18D 6A G 16C+ 10A G 10A 2A G 4C 8C G 11C 16D G 7D 1A G 5C 7B+ G 11B 16A G 17B 12B G 18C+ 1D G 16B 6B G 5A 15C G 15D 11A G 12A 8A G 15D 7C+ G 6D 8B G 15D 1A G 5A+ 10A G 1A 4B G 6C 8D G 15C 7D+ G 2C 15D G 17D 7C+ G 5A+ 17D G 15D 10B+ G 19D+ 15D G 10A 10D+ G 16C+ 15D G 15C 10D+ G 6B+ 17D G 15D 15A+ G 7D+ 15C G 15D 4C G 14A 10A G 14B 11C G 14A+ 15D G 10A 12A G 14D 4C G 15C 15A+ G 20B 15D G 15C 12D G 17C 15D G 15D 17B G 16A 17A G 2B 16D+ G 18C 18D G 1A 12A G 13D 17A G 16B 11B+ G 5D 16B G 18D 10A G 4B 6C G 17A 16C+ G 14A+ 18D G 15B 18C G 17B+ 1B G 18D 5C G 5A+ 18D G 6C 16C+ G 2C+ 1A G 18D 5A+ G 5A+ 1A G 15B 17A G 10B+ 18D G 1A 17B+ G 17A+ 18D G 1A 11B+ G 16A+ 1A G 18D 11D G 15B 1A G 18D 15D G 7A+ 1A G 19A 11A+ G 7C+ 18D G 1A 17D G 19D+ 18D G 1A 17C+ G 19A,2C 7D 7A 7B 12D 17C 17A 17B 18B 19B 19A 19D
Monte Carlo Barricade,Random,One,Normal,379,1500072,18,5C 11A G 11A+ 10C G 1B 2B G 17D 19B G 7A 14A G 2C 19D G 1C 7C G 9D 4D G 13D 5A G 2C+ 12A G 8D 17A G 10A 3A G 16D 9B G 4C 18D G 7C 8C G 10B 15D G 6C 17A+ G 20D 16A G 5C 15A G 9B+ 15D G 5A 10D G 17B 20A G 12C 17D+ G 17C 2B G 6B 10B G 3D 8B G 14D 15B G 13B 10B G 12C 5D G 11C 12D G 12C 12B G 11B 2A G 14B 17A+ G 19C 8D+ G 15A 19C+ G 10A 4B G 9A 7D G 5B 13C G 14B 10D G 13B 18A G 5C+ 6D G 10D 17D G 5B 13A G 7D 5A+ G 18D 11A+ G 16D 12A+ G 6A 15B G 15C 10C+ G 1C+ 9D+ G 7D 12D+ G 12D+ 18C G 5D 10C+ G 7C+ 9C G 3D 20A G 20B 13B G 5D 17C G 9C 15B G 1D 4A G 18B 3A G 4C+ 9A G 8A 10D G 11C+ 20C G 10B+ 14A+ G 15C 11D G 4B+ 20D G 2A 12C G 19A 11A+ G 18B 20B+ G 2A 16D G 17C 7A G 1D 19C G 18B 6D G 2B+ 4A G 12B 8A G 9A 14D G 10D 14B G 12B 13C G 17D 18B G 1A 8C G 14D+ 3D G 5D 3B G 10D 12C+ G 11B 11D G 3D 14C G 12A+ 5D G 10D 18B G 20A+ 7B G 17D 8B+ G 6A+ 20D G 3C 20D G 13D+ 16C G 7A 9A G 16A+ 10D G 9D+ 6A+ G 18B+ 3B G 4C+ 5B+ G 16D 17D G 18C 16D G 19D+ 18C G 8C 16D+ G 2A 9A G 13A 9C+ G 7C 4A G 2A 13A G 16B 17B G 14B 16C G 6B 9D+ G 13B 3B G 8B+ 15C G 11A+ 14C+ G 17B 2B G 17D 16A+ G 5B+ 1B G 11A+ 10D G 4D+ 7A G 13C 5D G 7D 17C G 17C+ 20D+ G 6B+ 12B G 5D 13D+ G 9A 3C G 3A+ 20D+ G 12A+ 9D+ G 9B+ 6B+ G 6D+ 12B G 14A 17B+ G 11D,1A 1C 6D 6A 6B 11D 16C 16A 16B 17B 18B 18A
Deep Beeline,Parallel MCTS,Two,Normal,112,361672,8,3A 13B G 10D 12C G 15C 17B G 2C 14B G 6C 15B G 12A 4A G 14A 15A G 8C 4C G 5B 18C G 20A 17A G 17D 19C G 19A 12C G 19D 3D G 11B 2B G 9D 13D G 1A 18D G 8B 8A G 1B 4B G 18D 6C G 1C 2A G 18A 2D G 1D 9A G 2A 6D G 15A+ 9B G 13C 14D G 16A 2A G 18B 19A+ G 13A 2A G 18D 15A+ G 16D 2A G 20C 7C G 19B 13C G 2A 19A+ G 19A+ 18B G 2A 18D G 17C 2B G 11A 20C G 2A,8A 8C 3D 2C 2A 2D 1C 1A 1D 6C 15B 15A
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,64,415816,62,16C 3A G 1A 9C G 14A 12A G 18A 15D G 2C 1B G 11B 4A G 8D 5B G 13D 3B G 3B 2B G 2A 19A G 19B 8C G 7C 17A G 9D 1B+ G 4B 14D G 16A 3C G 6D 15C G 11D 3B G 8B 18C G 16B 8A G 18C 9A G 9B 1D G 3D,1A 1B 2B 3B 3A 3D 8C 8A 8B 13D 18C 18A
Monte Carlo Tree Search,Barricade,One,Normal,391,1517094,66,17C 6D G 17A 10A G 13B 10B G 10C 14B G 7C 7A G 2D 16C G 20B 11B G 10B 8A G 10A+ 8B G 8C 9D G 17A 8D G 8D 9C G 12D 13A G 10B 15A G 2C 7D G 8D 16A G 3A 13A G 13A 10A+ G 15B 8D G 8D 7C G 4A 8D G 13A 4C G 17A+ 10C G 10C 2A G 2B 3B G 14A 9D+ G 5B 10C G 3B 11C G 8A+ 3B G 10C 20B+ G 1C 3B G 10C 11D G 16D 13A G 10D 10B G 2D 3B G 13A 17A+ G 1B 7A G 11B 14B+ G 8D 7A G 11B 2C G 9A 8C G 8C 9C+ G 14D 8B G 7A 10C G 17D 15D G 15D 3C G 18D 10D G 8C 1C G 14B+ 15D G 10D 19D G 13A 10D+ G 8B 3B G 1D 6D+ G 18B 20A G 4D 19C G 6C 20D G 10A+ 13C G 12B 19A G 13C 6B G 6B+ 20D+ G 11C+ 14D G 18A 9A+ G 3C+ 4B G 19A 6A G 20C 18A+ G 8C 13C+ G 6C 14C G 11D 10C+ G 16C+ 11B G 12B+ 19B G 6C+ 11B G 12B+ 7B G 10B+ 6D G 4B 3D G 13C+ 11B G 7A 8B G 2B+ 5D G 12C 3A+ G 6A 11A G 19B 20B+ G 4B 11D G 12B+ 13B+ G 7D 5A G 12A 6B G 19D+ 8C G 18C 2D+ G 4A+ 11D G 14C 20C+ G 13A+ 9B G 5C 2C+ G 15A+ 1C G 6A 18D G 5D 11D G 11B 9D+ G 2B+ 1A G 5A 20B+ G 2B+ 6A G 18A 5A G 16D+ 19C G 13D 17A+ G 13B+ 19B G 1C 15C G 10A+ 10D G 11D 17B G 9A+ 18B+ G 18D 3A+ G 13B+ 6D+ G 7A 11A G 17C+ 11D G 16B 9D+ G 12D+ 1C G 1C+ 17D+ G 10C+ 6D+ G 9B 6B+ G 4B+ 18A+ G 6A 17B G 12A 18A+ G 14C 7D+ G 13A+ 15D G 19B 1B+ G 16C+ 19B+ G 1C+ 4D+ G 16C+ 6D+ G 11B 8C G 7C+ 14A G 10D 9A+ G 16C+ 6A G 18D 16A+ G 17B 2D G 11B 2A+ G 7A,2C 7D 7A 7B 11C 16D 16A 16C 20D 20A 20C 19D
Monte Carlo Tree Search,Monte Carlo Barricade,Draw,AdjudicateTime,250,1800027,55,14D 2D G 15B 2C G 20A 19D G 10B 8B G 9B 19A G 7B 6A G 14B 12A G 3A 16C G 16A 17C G 17A 18B G 13D 8C G 17B 5A G 16D 5D G 17B 19C G 14A 10D G 1B 3D G 7D 7A G 13A 3D+ G 12C 4D G 7A 14C G 11B 12B G 13C 16A+ G 20C 11A G 19D 18C G 15D 19B G 11D 19C G 1D 10C G 19A 13B G 6A+ 18A G 18D 20A+ G 6D 6C G 10B 9C G 4A 10C G 15C 4A+ G 5D 5C G 5C 11B+ G 8D 19D G 19D 12D G 5B 5C G 19A 18A G 11A 11C G 10C 5B G 4B 18D G 10C 14C G 13C 10C G 3A 19A G 2A 8C G 8C 13D+ G 15A 18B G 10C 4C G 20D 9D G 6B 2C+ G 1A 16D G 10C 15C G 16B 18D G 5C 15D+ G 10A 13A G 10B 19A G 8B+ 12A G 10C 1A G 3D 5C G 5C 11B+ G 17D 8A G 8C 9A G 8A 10B G 13A 16C+ G 6A+ 18D G 8C 2A G 14C+ 10B G 8C 3A G 18C+ 3C G 18D 16A+ G 4C+ 8C G 8C 16B G 18D 8C G 8C 2B G 19A+ 19D G 19D 3B G 17B 8C G 19D 19C+ G 9A+ 19D G 19D 1A+ G 10C 12D G,
Parallel MCTS,Monte Carlo Barricade,Two,Normal,136,892094,72,19A 20A G 16C 7D G 3B 20B G 18B 18C G 10D 15A G 1C 2D G 2B 3A G 9B 1D G 13D 1B G 2D 1A G 6C 8A G 8D 3B G 5B 9C G 14A 4C G 8B 12A G 14C 8B+ G 7B 17C G 8C 2C G 5D 16D G 14B 8B G 4B 19D G 9A 8A G 7D+ 8C+ G 8C+ 1B G 4A 11C G 15C 2A G 4D 3C G 9A+ 7C G 4A+ 13B G 19D+ 3C G 6D 8A G 12D 15B G 4D+ 9D G 9B+ 2C+ G 3B+ 8D G 20C 15A G 7C+ 20A+ G 20D 1C G 16A 9B+ G 3C 3A G 16A 17D G 9D 4D+ G 4A+ 8B G 20C+ 3C G 13D+ 9D+ G 16A,9D 14B 14A 14C 19D 20C 20A 20D 16C 16A 16D 11C
Random,Monte Carlo Barricade,Two,Normal,316,1039267,15,4D 10D G 5C 2D G 5D 13C G 3B 4D+ G 20C 2B G 12B 6C G 6D 19C G 4B 13D G 16A 14C G 4A 7B G 5D+ 18A G 10B 8D G 2C 20A G 2A 7B+ G 13D+ 19B G 17D 6D+ G 5D+ 11D G 15B 9A G 7B+ 20C G 3C 10C G 8C 1B G 12A 14B G 10A 8C G 9D 7C G 16D 3C G 4A 9B G 19A 13A G 16B 7D G 9A+ 6A G 12C 20A G 1A 19B G 3A 5A G 9C 5B G 18D 7D G 11C 19B+ G 18B 20B G 14A 8D G 18C 15D G 1C 14C+ G 10A 19D G 4D 13B G 1A 7B+ G 7A 16B G 10D+ 17B G 11C+ 12B+ G 13D 4D G 19A 19D G 3C+ 11B G 10C+ 4A+ G 12D 17A G 19A 8D+ G 14C+ 17B G 19A 20C+ G 14A 11B+ G 10A 20A G 17C 4C G 11A 8B G 11D+ 2D+ G 7D 19B+ G 17D+ 11C+ G 11D 16B G 1D 7D G 1A 8C+ G 6C 8A G 17B 8B+ G 1A 15C G 2D+ 1B+ G 16B 2A G 3D 3B+ G 15A 7C+ G 1C 7D G 17D+ 15D G 4D 15A+ G 13D+ 5D+ G 5D+ 15A+ G 14A 10A G 5D+ 9B G 20D 13A G 16D+ 12A+ G 5A 15C G 15C 16C G 4D 5D+ G 16C 18A+ G 13C+ 11C+ G 2A 4A+ G 9C 3D G 6B 12A+ G 16B 17A G 16C 15A+ G 20D+ 9A G 9C 17B G 15C 11A+ G 9A+ 19C G 12D 9C G 7D 10D+ G 12A+ 16A+ G 7B+ 9D G 13C+ 17C G 20B 20A+ G 9C 16B G 2C+ 15C G 20D 16B G 9C 1D+ G 18A+ 5D+ G 16A+ 16C G 20B,10B 14C 19D 20C 20A 20B 19B 18B 18A 18C 17D 12C 12A 12B
Random,Barricade,One,Normal,163,19870,56,15A 10C G 15B 15A+ G 8B 15C G 8A 1A G 19D 1B G 1C 19B G 6C 1D G 1B 13B G 17B 1C G 1D 9A G 11D 1D G 6A 9D G 7B 1D G 7A 16A G 11A 14B G 4C 5B G 5C 1B G 1D 15B G 19B+ 15C G 15C 11B G 8A 1B G 15D 14D G 18A 15C G 1B 5A G 6D 1D G 10D 14B G 1C 16C G 1B 14B G 19B+ 1D G 16C 15D G 18D 6A G 6B 9C G 11C 8C G 20C 10C G 17B+ 17C G 16C 9D G 10D 20C G 20C 6A G 15D+ 10A G 4C 13D G 20B 10A G 10A 6B G 18A+ 10A G 4C 5B+ G 18C 10A G 10A 13A G 15C 10A G 4C 20C G 14A 19A G 19A 5B+ G 18D+ 10A G 19A 9A+ G 20B+ 19A G 10A 5D G 12D,10C 5D 5A 5C 10D 15B 15A 15C 6B 11D 11A 11C 7B 12D
Deep Beeline,Barricade,One,Normal,73,29702,39,10D 16D G 10A 15B G 7B 15A G 6C 13D G 4C 20C G 7A 14A G 17C 7A G 11C 9B G 15A 15C G 10A 12A G 3C 10A G 3A 5A G 20D 4D G 5C 17A G 20B 4D G 3A 16C G 8C 5C G 15C 4A G 3A 3D G 5C 4A G 18B 16A G 13B 5D G 5C 6C G 1D 15C G 16A,4A 4C 5D 5A 5C 10D 15B 15A 15C 20D 16C 16A
Barricade,Random,Two,Normal,232,288,15,4D 7A G 5D 5A G 10C 8C G 10A 4C G 7B 4B G 5C 4A G 5B 16D G 8A 3B G 3B 12B G 15C 12A G 7D 4C G 11C 12A G 7D 11D G 8A+ 8B G 7D 14A G 2C 12A G 8B 11C+ G 11B 7D G 12A 9B G 19A 12A G 7D 10C G 15A 8D G 12A 13D G 12C 7D G 8D 17D G 9B+ 12A G 7D 11A G 14C 12A G 12A 3D G 15A+ 7D G 12A 19A+ G 19B 12A G 7D 18A G 20C 12A G 7D 2A G 19A+ 2D G 8B 18A+ G 1D 2D G 8B 14D G 17C 12A G 9C 9A G 13B 5A G 12D 9B+ G 3C 9C G 10B 6B G 10A+ 1C G 4D+ 7A G 5A 6C G 2D 11C+ G 11D+ 9C G 20B 3C G 20D 10B G 17B 17D+ G 9C 10B G 14B 9C+ G 12D 19C G 10B 13A G 16D+ 6D G 13C 13A+ G 16B 1C+ G 6C 15B G 3B 1B G 7D 4D G 18B 17B+ G 7C 17C+ G 6B+ 16A G 2B 14B G 12B+ 3A G 6D 7B G 15D 7C G 13C 5D G 10C+ 6D G 18B 17C+ G 12C+ 6A G 17B+ 11A+ G 18B 16B G 6C 6D G 10D,4C 5D 5A 5C 10D 15B 15A 15C 6B 11D 11A 11C 16D
Barricade,Deep Beeline,Two,Normal,86,47596,57,15B 15A G 9B 9A G 14D 11A G 11B 13C G 7C 6B G 4C 4A G 5D 5C G 17C 1D G 11D 18C G 8A 1B G 1D 7D G 15B 11D G 11D 18D G 5B 6D G 7C 19B G 11C 7B G 16D 4C G 2A 6D G 9B 16D G 6D 17A G 1C 10A G 4B 6A G 2B 17A G 17B 6A G 5C 17D G 18A 1C G 10C 2D G 13D 13C G 2B 13C,6D 11B 11A 11C 16D 17C 17A 17D 18C 18A 18D 13C
Random,Deep Beeline,One,Normal,277,218719,12,4A 10D G 16C 12D G 7B 9C G 14B 17A G 17B 7A G 9A 18D G 3B 1B G 7A 15A G 9D 18B G 20B 14D G 16D 2A G 3A 7A G 1A 18B G 18A 8B G 10A 14A G 18B 3A G 8D 20C G 9B 14A G 11A 18B G 18B 1C G 16D+ 3D G 3D 1D G 15D 18B G 17D 2B G 4D 3D G 7C 19D G 12D+ 18A G 14A 6A G 7C 19B G 5B 2D G 6C 12C G 17C 3C G 12D+ 18C G 13B 11D G 18B 14D G 17C 2B G 8A 1B G 13A 6B G 6B+ 13B G 1B 6A+ G 12D+ 6D G 13B 3D G 18D 1B G 6D 3D+ G 5D 13B G 1B 6D G 19A 13B G 15C 9D G 20A 2A G 2A 5D+ G 7D 10A G 10C 6A+ G 2D+ 2A G 2C 12C G 5A 11B G 2A 13B G 6C+ 20A G 13B 17A+ G 11B 19C G 2A 1D+ G 6B+ 13B G 18D 4A+ G 6B+ 13B G 13D 14C G 16B 2A G 2A 4B G 1B 17D G 17C 17B+ G 3C+ 8C G 13B 5D G 4A+ 15C G 16B 11A+ G 19A 5A G 16C 14C G 11C 16C G 16A 16B G 4D 4C G 16C 6C+ G 1C+ 1A G 19A 11B+ G 19D 15B G 5C 6D+ G 1B+ 16A G 8C 3B+ G 15C 10B G 5D 8C G 4A+ 2C G 5B 8C+ G 17A+ 9C G 4C 1B+ G 17C 20D G 6C 13C G 12A,8D 8A 8B 12C 12A 12D 7B 11C 11A 11D 6B 15C
Barricade,Monte Carlo Beeline 3,Two,Normal,70,288953,39,10D 7A G 20B 7B G 7C 8D G 13D 7D G 7B 4A G 14D 4B G 4C 5B G 8A 4D G 4D 4B G 11D 5A G 5A 9C G 17A 4D G 1B 18A G 3C 3B G 4D 16C G 6C 5A G 4D 2A G 1A 4D G 4D 16A G 1D 1B G 5A 12D G 6A 7C G 9D 6B G 1B,4A 4B 5B 1B 1A 1D 6C 6A 6B 11D 16C 16A
Random,Monte Carlo Beeline 3,Two,Normal,76,311253,31,8D 11B G 7B 6A G 19D 14B G 11C 4B G 10C 16D G 19C 10C+ G 7A 18B G 19B 16A G 18D 20B G 2C 11A G 4C 4D G 5C 15B G 14C 14A G 16B 15D G 15B+ 13A G 14D 2A G 14A 19A G 14A 3C G 1B 16A G 1C 8C G 15C 3D G 3C 2D G 1D 10A G 8B 7C G 1A 5A G 19A,7B 11C 16D 16A 16B 20B 19B 19A 19C 14D 14A 14B
Monte Carlo Beeline 4,Random,One,Normal,67,269860,54,14C 2A G 3A 13B G 13A 6A G 11D 15D G 9C 3C G 20D 18A G 16B 9A G 5A 16B+ G 4B 3D G 14B 4B+ G 16C 13C G 6D 9C+ G 4A 17A G 10A 18B G 1C 13D G 11B 13B+ G 2D 17A+ G 2A+ 15C G 4D 5A+ G 20D+ 17B G 13C 18D G 6B 4D G 18D,4B 4A 4D 9C 13B 13A 13C 18D 18A 18B 17B 16B
