Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path
Monte Carlo Tree Search,Deep Beeline,One,Normal,295,1226259,77,20B 8C G 15B 10A G 15C 15D G 17D 2B G 7A 13C G 7D 5B G 12D 19B G 16B 10C G 20A 11D G 19B 4A G 18A 8A G 16B 10D G 18A+ 14A G 2C 5C G 11B 6B G 19D 8D G 4A+ 9A G 7B 1A G 7A+ 7B G 13A 7A+ G 4B 8D G 1C 19C G 20C 2A G 7B 9D G 7C 2D G 11A 3B G 19B 16A G 5A 3D G 6C 2A G 2D 5C+ G 12C 1A G 6C 7B G 3C 2A G 14D 10B G 3D 17B G 2B 7C+ G 9C 4C G 5A 13B G 3C 18C G 14B 13D G 2D 14B G 5A 1D G 9B 5D G 9D 20D G 1D 10C G 10C 20D+ G 10B 9B G 8B 10A+ G 16D 2B G 5A 12B G 16C 2A G 10C 1C G 7C+ 20C G 15D 11B+ G 7C+ 5D G 20C 14C G 3B+ 1A G 10D 9C G 10A+ 14C G 5A 12C G 10A+ 20C G 2B 2A G 12B 20C G 15D 18B G 6A 10D G 2A 3A G 5A 7D G 17A 20C G 10B 10C G 2A 20A+ G 16C 20C G 10C 13D G 20D+ 20C G 5D 18A G 12C 20C G 10C 18A+ G 5D 20C G 17C 1C G 9C+ 13D G 10C 4C G 19B+ 20C G 16D 10C G 2A 14B G 14C 10A+ G 4C+ 20C G 14B 1B G 9C+ 20C G 14B 2A+ G 2B 19D G 14C 12B G 1A 14B G 20C 10C+ G 15D 14B G 14C 7A+ G 20A+ 14B G 20C 15A G 1C 14C G 14B 10B+ G 20C,2B 3B 4B 4A 4C 5D 10C 10A 10B 15D 20C 20A 20B 19B
Monte Carlo Beeline 3,Monte Carlo Barricade,One,Normal,181,1252004,76,20A 12A G 7D 12D G 19C 18D G 14B 19A G 15C 2C G 4B 11C G 1A 2B G 18D 18A G 17A 6B G 11B 5A G 9C 7A G 4C 15A G 11D 18A G 10B 2A G 17B 20D G 10D 5C G 16B 6C G 13A 4A G 17D 16A G 15B 20D G 3B 8A G 6A 14C G 15A 15B G 14D 6D G 16C 9B G 10A 19D G 15D 18B G 8A+ 1A+ G 19D+ 12D G 14A 8D G 17D+ 3A G 3D 1D G 5C+ 2D G 14A+ 19D+ G 19D+ 3C G 17C 10D G 20B 6D G 13A+ 11A G 4A 4B+ G 6D+ 1C G 20B+ 9D G 10D 10C G 5D 7A+ G 4A 18C G 19B 14A+ G 2A 4D G 20C 18C G 15B+ 7C G 15C 14C G 14C 11D+ G 20A+ 15B+ G 2A+ 15D+ G 13D 12C G 6A+ 17B+ G 17D+ 10C G 8B 7C G 13B 18D G 8D 13D G 13C 13A G 18C 13A G 18C,9C 13B 13A 13D 18C 17D 17A 17B 16B 20B 20A 20D 16C 11D
Monte Carlo Barricade,Monte Carlo Tree Search,Two,Normal,160,1099777,74,19C 16D G 5C 2A G 4A 6B G 1D 13B G 13C 7A G 16B 18C G 12B 20A G 3A 12A G 16C 3B G 3D 17D G 2C 6B+ G 11B 10B G 11C 9B G 4C 20C G 5A 2D G 17B 12D G 20B 20A+ G 6D 16D G 5B 15D G 13D 2B G 15B 5C+ G 17B+ 6C G 1C 13D G 8D 9A G 1B 15A G 19A 7D G 14B 5A G 4D 6C G 15C 17A G 13A 5B G 20C 4D G 7A 17D G 18A 15B G 2C 20D G 8D 20C G 4C 7D G 6C 11D G 4D 9C G 15D 8A G 4D+ 2D G 16C 19D G 8C 13D G 7C 9D G 14A 7B G 8D 4B G 4A 14C G 7A 9A G 1C 14B G 14B 1A G 11A 5D G 5A 4B G 20A 1B G 14C 2D G 2A,9A 9D 4C 4A 4B 3B 3A 3D 2C 2A 2D 1C 6D 11B 11A
Deep Beeline,Monte Carlo Barricade,Two,Normal,340,1298159,33,9B 9C G 10A 11D G 16C 20A G 19B 20C G 19C 17B G 3A 15B G 20C 4A G 5D 6A G 18A 13A G 10B 17C G 14A 20A G 11C 10C G 5C 1D G 12C 4B G 15D 16D G 17D 18B G 15A 12B G 8A 12A G 19A 18D G 20C 5C G 7A 6B G 6C 1D G 4C 8A+ G 10B+ 4D G 15D 2A G 2A+ 5A G 17A 17C G 6D 3B G 12A 20B G 10A+ 16A G 1B 8A+ G 6B 3C G 15C 13B G 3A+ 2C G 17A 14B G 2C 14C G 15D 6C G 5A 17A G 7C 4C G 14C 2D G 1A 6D G 13C 14A G 5B 3B G 18B 16B G 6C 18C G 20C+ 2B G 7D 10B+ G 6A 17A G 3C 4B G 12D 4D G 3C 2C+ G 7D 7B G 1C 5D+ G 6D+ 3B G 13D 3B G 2C+ 14B G 3D 20D G 18B 6D G 7B 17A G 3D 19A G 18A 19B+ G 13C 16D G 12A 3A G 2C+ 10D G 4B 5B G 19B+ 20D G 12A 14D G 7B 11A G 20D 6A G 8A+ 19A G 4D 18A G 4B 9A G 2B 1C G 9D 16B G 14A 14C+ G 20A 16B G 6A 9C+ G 5D+ 11B G 20D 8A+ G 12C+ 8C G 14D 6B G 19B+ 10C G 6B 11C G 5D+ 9A G 8D 10A+ G 13B+ 14A G 16D 20D G 8C 1C G 20D 16D G 19B+ 10C G 18D 19D G 20A+ 7A G 13D 9D G 20D 4D G 20D 17D+ G 7B 16B G 20D 4D G 8D 15D G 7D 17D+ G 9D 15D G 3C 18B+ G 3C 18D G 13C 10A+ G 7B 15D G 14B 5D+ G 19A 16A G 18D 5B G 13B+ 18D G 16A 4A+ G 9A 15D G 7D 17A+ G 2B 2A G 7B 7D G 8B,2C 3D 8C 8A 8B 12C 17D 17A 17B 18B 19B 19A 19D
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,46,295134,72,19A 17B G 2A 12D G 11C 5C G 17D 12B G 13A 12C G 8B 5B G 11B 20B G 8D 16C G 4C 16B G 20C 1B G 10B 15D G 20A 10B+ G 15A 8A G 17A 20D G 3A 3D G 8C,3D 8C 8A 8B 12C 17D 17A 17B 16B 20B 20A 20C
Monte Carlo Barricade,Barricade,One,Normal,367,1346549,40,11A 18C G 11B 9B G 15A 11C G 11D 2A G 1D 3C G 2B 8B G 3A 2C G 2B 14C G 19B 2C G 2D 20C G 12A 8A G 13D 17B G 11D 12C G 12C 6D G 11C 12C G 6B 10C G 16A 10A G 12C 20D G 13B 18D G 12C 1C G 14D 14A G 12C 3D G 7D 2C G 7A 14B G 19C 7B G 3A 10C+ G 12C 16D G 12D 7C G 12C+ 6A G 13C 2A G 12C+ 18B G 1A 8B+ G 1D+ 18C+ G 7B 7D+ G 12A+ 10B G 3D 15C G 20D+ 10A G 17C 10D G 8A 19D G 9D 5A G 17B+ 8C G 13A 4A G 7A 1A G 11B 12C+ G 19C 18D+ G 13C 4A+ G 7B 17A G 16D 13D G 7D+ 5D G 14A 1D+ G 20C+ 9D G 2D 8B+ G 15C+ 18A G 18A+ 2D G 9B+ 3D+ G 4C 9D G 17B 9A G 18A+ 16A+ G 19C 4C G 17C+ 8B+ G 14B+ 11B G 2C 14B+ G 10D+ 15B G 17A+ 13B+ G 9B+ 3A+ G 4D 4C G 8D 11B G 9C 19B+ G 11C+ 12D G 11B 8B+ G 5C 16B G 18B 4A G 20A 17D G 17B 8B+ G 9D+ 3D+ G 6A 16A+ G 13D+ 17D G 8C 3B G 8B+ 4D G 6B 10C+ G 13B+ 15B G 8D 2A+ G 16D 10B G 16D 20C+ G 1C+ 4B G 17C+ 12D G 16D 3D+ G 2B 20D+ G 13C 4D G 6C 5B G 14B+ 17A+ G 16D 20A+ G 11A+ 15B G 3D+ 4D G 5D 1A G 8D 11B G 9B+ 19D G 6B 19B G 16A+ 10B G 16D 16C G 18C 3A+ G 8C 17C G 15C+ 3D+ G 18B+ 14A G 8A+ 19D G 15D 7B+ G 1C+ 6B G 2B 17D G 7A+ 16B G 19A 9D+ G 18C 9A G 2B 16B G 14C+ 15D G 19A+ 14B+ G 19B 3C+ G 3B 20D+ G 10B 16A G 19C 18C G 16C+ 13C G 6C 4C+ G 16C+ 1B G 9C 20C+ G 15D,7A 7B 11C 11A 11D 16C 20D 20A 20C 15D 10B 14C 14A
Monte Carlo Barricade,Deep Beeline,One,Normal,355,1371841,7,2D 3D G 18D 4B G 15A 2A G 7B 19A G 19D 3A G 19C 17C G 20D 20B G 19C 8B G 20A 11D G 10C 4D G 17B 9D G 14D 7A G 18B 16B G 13D 16D G 8D 11C G 17A 1A G 10D 3B G 16B 11C G 16A 6D G 5B 15D G 17D 19B G 5D 7B G 5B 18C G 15B 5C G 19A 1D G 16C 16B G 19A+ 9C G 12A 2A G 4D+ 12B G 7D 20B G 16A 7C G 5A 18B+ G 13D 7C G 15B 7B+ G 10D+ 15B G 17B 7C G 12C 20A G 14A 7B+ G 4B+ 1C G 4C 19D+ G 13B 10A G 12D 18A G 13D+ 16D G 4A 10D+ G 17D+ 9C G 20A 10B G 6C 5A G 12A 17C+ G 10A 9C G 7A 7B+ G 3C 18C G 5A 2A+ G 2B 1D G 16C 9A G 8D+ 15C G 6A 5A G 4A 16C G 5A 15C G 6C+ 8A G 7A 6C+ G 16D 1D G 17A 18C G 16C 19C G 3A 9C G 17D+ 18A G 9B 6C+ G 11C+ 16C G 8C 4D+ G 18A 17B G 9A 17A G 2D+ 3B G 3A 2D+ G 1D 10C G 20A 2C G 15A+ 13C G 6A 1A+ G 19D+ 16C G 12C 18C+ G 13A 1C G 3B 7A G 9C+ 19A G 5A 15B G 15C+ 3C G 3C 17D+ G 13A 2C G 14C 6B G 19B 14B G 6A 20C G 3B 5A G 10A 11C+ G 8B+ 9A G 13C 4B+ G 8A 16C G 11B 11A G 7B+ 11D G 19D 4B+ G 2C 17B G 17B 3A G 18B+ 12D G 19A 7C+ G 19A 16B G 16C 1C G 16B 20A G 2C 20C+ G 16A+ 11B G 16C 8A G 17D+ 1C G 10A 19A G 7C+ 8A G 1C 6B+ G 19B+ 3B G 7D 19D G 20C+ 20A G 18A 8C G 16D+ 3C G 8C 7C+ G 11C+ 9A G 14C 1B G 2C,2C 2A 2B 1B 1A 1D 6C 15B 15A 15D 20C 19D
Random,Monte Carlo Barricade,Two,Normal,376,1375224,25,7B 2A G 10C 8D G 10B 14B G 8B 20C G 3B 20B G 16A 19B G 19C 12A G 6B 17A G 20C+ 15A G 13A 13C G 3D 5C G 19D 3A G 10B+ 7A G 1C 6C G 17C 13A G 14A 2B G 2D 17B G 12D 20D G 19C+ 11D G 9A 17D G 13B 18C G 5A 18A G 17C 6D G 7B 8C G 6A 15D G 10A 3A+ G 5D 18D G 19B 5D G 8A 7A G 11B 4C G 18D 19D G 1A 18C G 17D+ 8B G 16D 9B G 1D 16B G 8B 20D+ G 10D 5B G 19D 7D G 10B 3C G 16D 1D G 8C+ 4D G 4B 8A+ G 7C 12C G 4B 9C G 12D 13B G 4B 8A+ G 15B 9C G 11D+ 3C G 13D 16D G 15B 1B G 3B+ 2B G 5B+ 5D G 11C 18B G 5A+ 5D G 6C 14D G 9D 12D G 4C+ 10B G 19B+ 9D G 17C 4B G 17B 16C G 17D+ 14A+ G 9C+ 8C+ G 1B 2B G 17B 13C G 20C 5A+ G 9C+ 18D+ G 3B 16C G 2D 9B G 11C 15D G 17C 3D+ G 20C 1A+ G 12D 3C G 18C+ 7D G 5B+ 4C+ G 9B 4B+ G 12D+ 4A G 17C 20C G 10A+ 3B G 17A 15C G 10A+ 6A G 4A 14C G 12B 17D+ G 15C 14D G 17C 17A+ G 1D 20B+ G 13C 3C G 12C 17C G 12A+ 3C G 17C 6D+ G 1D 10D G 11A 2B+ G 3B 8C G 18B 17C G 9D 3C G 19C 9B G 12D+ 8D+ G 17D+ 11A G 11A+ 17C G 20A 2C G 12B 20D G 4A 15A+ G 19A 10D G 7C 6B+ G 12C 3B G 13B 17C G 17B 14D G 7C 9D G 5B+ 19C+ G 3D 20B+ G 15D+ 14D G 7C 20A G 19B+ 4A G 3B 14D G 12B 4C+ G 18C+ 2A+ G 1B 12C G 6C 17A G 7A+ 10D G 4D 5A+ G 4A 16C G 10D 15C G 14B+ 2C G 16C 10D G 5C+ 8A+ G 2C 19D+ G 16C,2B 2A 2D 1C 6D 11B 11A 11D 16C 16A 16B 20B 19B
Parallel MCTS,Monte Carlo Barricade,One,Normal,85,550374,8,3A 20A G 20C 18A G 16A 4A G 1A 2C G 16C 13B G 8B 6D G 19C 17B G 19A 3C G 8D 12D G 7A 17D G 18B 1C G 2B 5D G 19A 13C G 9B 7D G 4C 12A G 15C 10B G 6C 11C G 11A 8A G 1D 6B G 5B 2A G 13D 8B G 10D 6D G 4A 1B G 12C 8B G 1C 5C G 20D 1A G 1D+ 8C G 2B 3D G 2D,6C 1D 1A 1C 2D 2A 2C 3D 3A 3C 8D 8A 8B 13D
Random,Barricade,One,Normal,289,902,31,8D 10D G 8A 8D+ G 17B 13B G 8A 13B G 2B 3B G 13A 8C G 14B 9C G 2A 8B G 16D 8A G 13D 12B G 16C 12C G 8A 16D+ G 16A 12C G 12A 6A G 2A 6B G 14A 18A G 13B+ 17C G 6B 18A+ G 13B+ 14A G 17C 14D G 16C+ 17C G 11C 11A G 5B 20D G 13A 15A G 5C 1D G 13A 2A+ G 1C 15C G 15C 7A G 14C 7B G 13A 3B G 2B 2D G 2C 4C G 7A+ 3A G 20A 11A+ G 7C 2D G 2C 7A+ G 12A 2D G 2D 19B G 11A+ 2D G 2D 9A G 6D 2D G 2C 15C G 10A 2D G 2D 14D G 19B+ 2C G 2D 13C G 12B 18C G 4A 8C G 11B 9D G 11C 10B G 9A+ 2D G 2D 15A G 13A 7D G 2D 9A+ G 3C 18C G 18D 7D G 3D 18D G 11D 11B+ G 10D 18D+ G 15B 7B G 12B+ 19C G 20B 5D G 1A 9D G 1B 6D+ G 9A+ 12D G 18D 9D G 19B+ 1B G 17C 4B G 13B+ 17A G 17A+ 13B+ G 9D+ 15D G 13D 13C G 4D 14B G 20A+ 19C G 3D+ 20A+ G 2C 5B+ G 16B 9B G 8D 18D G 9A+ 6B G 14A 19B+ G 9A+ 5C G 10C 2C G 15C+ 6B G 9B 3B+ G 19D 8A G 18A 2D G 2A+ 20D G 8A 15C+ G 5C 17C G 14A 2C+ G 18D+ 18C+ G 4C 18B G 7D+ 18C+ G 11D 17C G 4C 8D G 8B 17C+ G 11D,2B 2A 2D 7C 11B 11A 11D 16C 16A 16B 17B 18B 19B
Barricade,Random,Two,Normal,244,33227,78,20C 10B G 18B 10A G 15D 13D G 15A 14C G 10A 12C G 20B 15D G 14C 19A G 2D 2A G 7C 19D G 8D 1C G 17D 5C G 10C 14D G 10D 2A G 19D+ 2B G 2D 12B G 7C 10D G 18A 15A+ G 1A 9D G 1D 7B G 7C+ 2B G 2B 12C+ G 4C 1D G 1D 8C G 3D 8A G 12A 4D G 11B 8A G 18C 9D G 16D 8A G 8A 8D+ G 10D 5A G 18A 18D G 7D 15B G 3A 7B+ G 9A 7A G 7A 18B+ G 5C+ 3B G 2A 2D G 8A 16B G 11A 15A+ G 9B 3A G 3A 6C G 18B+ 14B G 11A 19D+ G 15B 3A G 13B 12B+ G 8C+ 4C G 3A 15B+ G 2C 11A G 20C 14C G 20D 1B G 2A 14A G 16B 18A G 5A 12C+ G 9C 1B G 15D 3D+ G 5D 11C G 20C 16C G 6D 18A G 15C 11A G 8D+ 20A G 6A 10C+ G 11B+ 15D G 2B 14C+ G 10D+ 12A G 2A 19B G 15C 14D G 17D 9D+ G 18D+ 11C G 19C 5C+ G 11D 2A G 17A 19B+ G 11B+ 2A G 18A 5B G 10D+ 7A G 16A 20B G 3A 6A G 1A 14B G 14B+ 3A G 1A+ 14D G 20B+ 5B G 1B+ 12C G 20A,4D 9C 9A 9B 14D 14A 14C 19D 19A 19B 20B 20A 20D 16C
Deep Beeline,Barricade,One,Normal,71,103066,9,3B 10D G 3A 19B G 8D 4B G 2B 3C G 18A 3A G 8A 18B G 18C 3A G 8A 17D G 15D 3A G 3A 12B G 16C 8A G 13B 2C G 8B 7D G 7D 20B G 10B 3A G 3A 20A G 12C 19C G 20C 5C G 5A 20C G 20C 1B G 1C 8A G 20C 10A G 20C 16B G 4C 12A,10A 10B 15D 20C 20A 20B 19B 18B 18A 18C 17D 12C 12A
Barricade,Deep Beeline,Two,Normal,106,109401,48,13A 12D G 3D 3A G 8C 20C G 15C 2C G 12A 14B G 18B 17C G 7B 1D G 6A 1A G 6C 18A G 14D 5C G 13D 9C G 9D 6C G 5C 12B G 4B 4A G 6C 3A G 16A 6C G 5C 8B G 17D 3B G 6C 14C G 15B 9A G 19C 3D G 3B 10C G 4B 5D G 3C 4D G 4B 16C G 17B 6C G 5A 11A G 17A 19A G 8D 2D G 7D 8D G 8C 1B G 2A 18C G 4B 2C G 2B 5D G 10C 12A G 12C,1B 2B 2A 2C 7D 12B 12A 12C 17D 17A 17B 18B
Monte Carlo Beeline 3,Random,One,Normal,61,538204,34,9C 18D G 19B 20D G 14D 5D G 12A 16D G 5A 11D G 7C 17C G 13A 19D G 13D 4A G 12C 3B G 18D+ 17D G 17A 4D G 20A 16A G 8D 20A+ G 1B 15B G 13B 16B G 18D+ 10B G 18B 19C G 9D 18C G 13D 20B G 3D 18B G 4D,4A 4D 9C 13B 13A 13D 18C 17D 17A 17C 16D 16A
Random,Monte Carlo Beeline 4,Two,Normal,70,590270,57,15B 8B G 9A 11D G 5C 2C G 19D 13D G 4A 2B G 4B 20D G 10C 16A G 14D 6C G 6A 7B G 18B 9C G 19A 7D G 17C 18A G 13A 12D G 9D 4B G 13C 9C G 19B 17D G 16C 4D G 4C 10A G 1B 18B+ G 17A 11A G 18D 2A G 2A+ 4A G 16C 7A G 17B,2B 2A 2C 7D 7A 7B 12D 17C 17A 17B 18B 19B
Monte Carlo Beeline 4,Random,One,Normal,67,590241,67,17D 15A G 20D 10A G 20C 4C G 12A 1C G 2B 9B G 14A 17C G 13A 17B G 14B 16A G 13C 8A G 19A 3A G 13B 19A+ G 11B 6B G 1B 12D G 18D 3C G 3B 17A G 14B+ 2B+ G 18D 16B G 7A 8D G 18A 2D G 19C 14D G 16B 15D G 17A 8D+ G 18B,1B 2B 3B 3A 3C 8D 13B 13A 13C 18D 18A 18B
Random,Monte Carlo Beeline 3,Two,Normal,80,665250,12,4A 19B G 10D 13D G 17C 6C G 17D 3A G 17C+ 20C G 10A 12C G 18C 16B G 11C 14C G 9A 11D G 7B 12C G 19A 2A G 2B 4D G 14D 16D G 12B 17B G 8C 8A G 2C 4D+ G 1D 7A G 20B 15D G 3D 6D G 10B 14B G 17B 13A G 16A 15B G 8C 7C G 18A 8B G 8C+ 5D G 16D 14A G 11B 2D,2B 2A 2D 7C 7A 7B 11C 16D 16A 16B 20B 19B
Monte Carlo Beeline 3,Barricade,One,Normal,79,668679,1,1B 4B G 1A 16C G 12D 2B G 5B 10B G 6B 1A G 2B 19B G 14C 5B G 15C 12B G 18B 19D G 19D 13B G 17D 15C G 14A 1B G 5C 1A G 5B 10D G 2D 10A G 19D 6D G 7A 1C G 10A 18D G 10C 19D G 1C 14A G 4D 10A G 5B 20B G 19A 9C G 6C 10A G 1D 20A G 15B 19D G 1A,1B 1A 1D 5C 10D 10A 10B 14C 19D 19A 19B 18B
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,52,669643,22,6C 11A G 16A 6A G 15D 11B G 19A 14A G 1B 19B G 13A 6D G 14D 11B+ G 20A 2D G 9A 18D G 13C 2A G 14B 3A G 4C 5D G 10C 13B G 20B 5B G 3C 15C G 19C 6B G 7C 20D G 8D,8D 13B 13A 13C 18D 19C 19A 19B 20B 20A 20D 15C
Deep Beeline,Random,One,Normal,191,678704,19,5D 3C G 1C 5A G 8D 18C G 10B 1B G 19A 5B G 18C+ 19B G 17A 20B G 14C 5B G 19C 16D G 6C 10C G 18B 6A G 8A 14A G 11B 20B G 20A 6B G 13C 16D+ G 11C 14D G 3D 7A G 7D 19D G 7B 16D+ G 12A 14B G 14C 2D G 15C 18A G 1D 12D G 19D 8B G 14C 13B G 7B 1D G 10A 7A+ G 12D+ 12C G 20D 2A G 10A 8B G 14C 18C G 15D 19D G 15A 8C G 10D 14C G 12B 13B+ G 6A+ 14C G 20D 6D G 3A 12C G 15B 11D G 20A+ 10A G 12C 6A+ G 4C 10A G 16C 17D G 15C+ 20D G 20D 11D+ G 18C 13A G 6B 5C G 9B 13A G 16A 2B G 2D+ 20D G 15B 15A G 6B 13B G 9C 5C G 7D+ 8C G 14C 4D G 18D 4D G 20A 17B G 6B+ 13D G 4C 16B G 8D 15C G 3B 7B+ G 6B+ 4B G 8A 6D+ G 7D+ 10B,1B 5B 5A 5D 10C 10A 10B 14C 19D 19A 19B 18B
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,55,700332,44,12A 19B G 13B 14D G 2D 6D G 3A 4C G 9D 16A G 4B 10A G 18C 20C G 11B 13D G 9B 12B G 6B 17C G 17D 10B G 3D 7B G 13C 6C G 14C 13A G 20D 7C G 4A 9A G 17A 18B G 15C 13A+ G 16D,4C 9D 9A 9B 13C 13A 13D 18C 17D 17A 17C 16D
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,55,700357,30,8C 7D G 6A 14D G 13D 18C G 12B 10B G 9B 17B G 7A 2A G 2B 7C G 20B 19A G 12A 13B G 16C 4D G 11B 6C G 16C+ 3A G 10A 1A G 18B 3C G 19C 6B G 13D 9A G 9C 13D+ G 13D+ 18A G 3B,2A 2B 3B 3A 3C 4D 9C 9A 9B 14D 19C 19A
Deep Beeline,Monte Carlo Beeline 3,Two,Normal,88,742930,38,10C 9A G 11D 6B G 14C 2B G 5B 18B G 16A 2A G 15C 19A G 20B 12D G 7B 7A G 7D 4A G 12C 13B G 17B 13C G 11D 4C G 17A 5D G 2D 17C G 9B 4C G 14A 4B G 9B 12D G 14B 19C G 16D 4B G 9D 7C G 6D 3A G 12A 9B G 10B 7C G 5A 7A G 14D 11B G 13D 11A G 9B 10D G 1B 6B G 5D 19B G 11A,9A 9D 4C 4A 4B 5B 1B 2B 2A 2D 7C 11B 11A
Monte Carlo Beeline 3,Deep Beeline,One,Normal,83,758985,41,11B 4D G 13D 4B G 14B 19B G 4C 5C G 4A 20D G 6A 6D G 19A 5B G 5A 17D G 1C 18D G 16B 17A G 2B 9B G 5C 16D G 4C 11A G 2C 4A G 20C 3A G 1B 1A G 18B 3C G 17C 8D G 14C 9A G 11A 19A G 7B 3B G 8B 17C G 18C 1B G 15B 11A G 18A 12A G 7C 11C G 9C 18C G 18C 17B,1A 1C 6D 11B 11A 11C 16D 17C 17A 17B 18B 18A
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,70,827572,72,19A 7D G 11C 16C G 4D 14C G 6B 4A G 3A 10B G 16A 14B G 13B 10D G 4B 2B G 8B 18A G 15A 19C G 9C 9B G 17D 8C G 12B 11D G 7B 12D G 12D+ 7A G 16D 10C G 12A 7B G 14A 14B+ G 12D 15D G 14A 14B+ G 8A 11A G 7B 12D G 12D+ 14A G 15C,7A 7B 11C 11A 11D 6B 15C 15A 15D 10B 14C 14A
Barricade,Monte Carlo Beeline 3,Two,Normal,112,828658,9,3B 2A G 18A 2B G 2C 3C G 4C 2D G 2B 9A G 15B 2C G 2D 20A G 16C 3A G 8D 5B G 8B 4D G 4A 19A G 1A 1B G 1B 18B G 16B 6A G 1C 13B G 11A 1C G 1D 15D G 7A 9D G 5A 9C G 5D 9D G 9D 9B G 10B 14D G 4B 1D G 12C 14D G 5C 13D G 12A 14A G 15C 2B G 9D 13A G 8D 17B G 6B 4D G 13A 18D G 1C 13C G 13A 3B G 6B 11D G 13C 7C G 12D 14A+ G 17C 13A G 10C,10C 5D 4C 9D 9A 9C 13B 13A 13D 8B 12C 12A 12D
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,100,839010,38,10C 15D G 12D 14B G 10D 19C G 13A 6A G 9D 1A G 15C 18C G 8D 11A G 1A+ 9A G 18A 13C G 4D 6D G 19A 14D G 12C 9C G 8C 7A G 7B 8B G 19C 19A G 19D 18B G 14A 9B G 8B 12A G 15A 13B G 8B+ 14A G 13D 15A G 14A 16A G 12A 10B G 17B 14A G 6B 15C+ G 15A+ 17B G 6B 6C G 15D+ 8D G 11D 2B G 13B+ 16C G 6B 14C G 6C 1C G 6B 8D G 14A,8D 13B 13A 13C 9B 14D 14A 14C 10B 15D 15A 15C
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,76,877276,5,2B 2C G 7B 14A G 15C 20D G 20A 13A G 12B 16D G 16C 3A G 14B 20C G 2D 1C G 12A 2A G 5A 14C G 9B 4B G 13C 7D G 16B 7C G 12C 6D G 2D 11B G 13D 5D G 12D 19D G 2D 16B+ G 4D 17D G 11D 15D G 18C 11B G 19D 15A G 8A 20D G 19A 8A+ G 11A 19D G 11A,2A 2D 7C 11B 11A 11D 16C 20D 20A 20C 19D 19A
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,76,877270,23,6D 18B G 1B 15A G 9B 6B G 9D 13A G 4C 7B G 12B 20B G 4C+ 17A G 5A 16A G 16B 19C G 5D 19D G 11D 14D G 4C 14B G 2C 3B G 5A+ 17B G 13D 9B G 8A 2D G 12D 17C G 12A 11B G 5C 14D+ G 18A 15D G 3A 1B+ G 9A 13C G 11D 5A+ G 18D 3D G 2C+ 5B G 9D,1B 5B 5A 5D 4C 9D 9A 9B 14D 19C 18D 18A 18B
Monte Carlo Tree Search,Random,One,Normal,127,878762,41,11B 17B G 12B 14A G 7C 14B G 4C 3D G 19D 12D G 20A 8C G 5C 5B G 6C 8B G 8A 12A G 6C+ 16D G 13A 2A G 15C 2B G 14D 3C G 1A 13C G 10D 16A G 16B 14C G 19C 20B G 17B+ 8C+ G 9C 2B G 13B 5A G 13A+ 6A G 12A+ 5D G 2D 18C G 3C+ 13D G 9B 4D G 20D 11D G 14D+ 10B G 15B 15D G 14B 10C G 7A 13A+ G 18C 18B G 1B 19A G 17A 18A G 12B 8B+ G 4D 7D G 6C+ 14D+ G 18D 10C G 17A 12B G 3A 4A G 15A 5C+ G 10D+ 2B+ G 2B+ 11B+ G 2C,2C 3D 8C 8A 8B 13D 13A 13C 18D 19C 19A 19D
